site,colour,year,age,weight,yearsite
85,green,2015,2,35,201585
85,green,2015,6,59,201585
85,green,2015,12,150,201585
85,green,2015,15,230,201585
85,green,2015,21,350,201585
85,green,2015,25,325,201585
85,green,2015,31,447,201585
85,blue,2015,3,33,201585
85,blue,2015,9,51,201585
89,red,2015,4,56,201589
89,red,2015,8,159,201589
89,red,2015,14,415,201589
89,red,2015,21,697,201589
89,red,2015,24,729,201589
89,red,2015,29,811,201589
89,green,2015,3,51,201589
89,green,2015,7,131,201589
89,green,2015,13,316,201589
89,green,2015,20,521,201589
89,green,2015,23,537,201589
89,green,2015,28,576,201589
95,green,2015,2,35,201595
95,green,2015,5,63,201595
95,green,2015,8,201,201595
95,green,2015,15,368,201595
95,green,2015,19,461,201595
95,green,2015,25,569,201595
95,green,2015,29,604,201595
95,red,2015,2,34,201595
95,red,2015,5,72,201595
95,red,2015,8,204,201595
95,red,2015,15,362,201595
95,red,2015,19,489,201595
95,red,2015,25,598,201595
95,red,2015,29,581,201595
95,blue,2015,3,46,201595
95,blue,2015,6,153,201595
95,blue,2015,13,307,201595
95,blue,2015,17,417,201595
95,blue,2015,23,599,201595
95,blue,2015,27,580,201595
119,red,2015,5,64,2015119
119,red,2015,10,191,2015119
119,red,2015,14,342,2015119
119,red,2015,19,523,2015119
119,red,2015,24,584,2015119
119,green,2015,4,54,2015119
119,green,2015,9,164,2015119
119,green,2015,13,355,2015119
119,green,2015,18,496,2015119
119,green,2015,23,599,2015119
119,green,2015,30,848,2015119
130,green,2015,5,75,2015130
130,green,2015,10,210,2015130
130,green,2015,15,409,2015130
130,green,2015,21,727,2015130
130,green,2015,25,872,2015130
130,green,2015,30,817,2015130
130,red,2015,5,73,2015130
130,blue,2015,5,68,2015130
130,blue,2015,10,201,2015130
130,blue,2015,15,466,2015130
130,blue,2015,21,557,2015130
130,blue,2015,25,655,2015130
130,blue,2015,30,586,2015130
130,black,2015,3,30,2015130
130,black,2015,8,59,2015130
130,black,2015,13,184,2015130
130,black,2015,19,378,2015130
130,black,2015,23,552,2015130
130,black,2015,28,514,2015130
1,red,2016,2,47,20161
1,red,2016,8,169,20161
1,red,2016,13,374,20161
1,red,2016,18,500,20161
1,red,2016,23,424,20161
1,red,2016,28,567,20161
1,blue,2016,2,46,20161
1,blue,2016,8,182,20161
1,blue,2016,13,388,20161
1,blue,2016,18,530,20161
1,blue,2016,23,447,20161
1,blue,2016,28,560,20161
1,green,2016,1,36,20161
1,green,2016,7,142,20161
1,green,2016,12,323,20161
1,green,2016,17,480,20161
1,green,2016,22,402,20161
1,green,2016,27,431,20161
1,black,2016,5,53,20161
3,red,2016,4,70,20163
3,red,2016,9,189,20163
3,red,2016,14,370,20163
3,red,2016,19,538,20163
3,red,2016,23,650,20163
3,red,2016,28,758,20163
3,blue,2016,3,67,20163
3,blue,2016,8,178,20163
3,blue,2016,13,374,20163
3,green,2016,2,44,20163
3,green,2016,7,125,20163
3,green,2016,12,295,20163
4,red,2016,5,96,20164
4,red,2016,10,270,20164
4,red,2016,15,534,20164
4,red,2016,21,691,20164
4,red,2016,26,779,20164
4,red,2016,31,761,20164
4,blue,2016,3,47,20164
4,blue,2016,8,145,20164
4,blue,2016,13,327,20164
4,blue,2016,19,451,20164
4,blue,2016,24,532,20164
4,blue,2016,29,519,20164
8,red,2016,7,169,20168
8,red,2016,11,338,20168
8,red,2016,17,601,20168
8,red,2016,21,748,20168
8,red,2016,28,812,20168
8,red,2016,31,873,20168
8,blue,2016,6,141,20168
8,blue,2016,10,286,20168
8,blue,2016,16,536,20168
8,blue,2016,20,660,20168
8,blue,2016,27,772,20168
8,blue,2016,30,741,20168
8,green,2016,6,144,20168
8,green,2016,10,299,20168
8,green,2016,16,547,20168
8,green,2016,20,680,20168
8,green,2016,27,803,20168
8,green,2016,30,910,20168
15,red,2016,5,94,201615
15,red,2016,10,231,201615
15,red,2016,15,388,201615
15,red,2016,20,519,201615
15,red,2016,26,447,201615
15,red,2016,30,402,201615
15,blue,2016,5,84,201615
15,blue,2016,10,235,201615
15,blue,2016,15,444,201615
15,blue,2016,20,649,201615
15,blue,2016,26,592,201615
15,blue,2016,30,479,201615
15,black,2016,3,26,201615
15,green,2016,4,65,201615
15,green,2016,9,217,201615
15,green,2016,14,380,201615
15,green,2016,19,554,201615
19,red,2016,1,44,201619
19,red,2016,6,129,201619
19,red,2016,11,283,201619
19,red,2016,17,395,201619
19,red,2016,21,537,201619
19,red,2016,26,596,201619
19,red,2016,31,607,201619
19,black,2016,1,32,201619
19,black,2016,5,92,201619
19,black,2016,10,253,201619
19,blue,2016,1,42,201619
19,blue,2016,6,125,201619
19,green,2016,1,40,201619
19,green,2016,6,130,201619
19,green,2016,11,318,201619
19,green,2016,17,482,201619
23,red,2016,4,92,201623
23,red,2016,9,246,201623
23,red,2016,14,500,201623
23,red,2016,19,644,201623
23,red,2016,23,714,201623
23,red,2016,28,815,201623
23,blue,2016,4,81,201623
23,blue,2016,9,231,201623
23,blue,2016,14,412,201623
23,blue,2016,19,613,201623
23,blue,2016,23,738,201623
23,blue,2016,28,805,201623
23,green,2016,2,58,201623
23,green,2016,7,170,201623
23,green,2016,12,375,201623
23,green,2016,17,560,201623
23,green,2016,21,665,201623
23,green,2016,26,786,201623
31,red,2016,4,79,201631
31,red,2016,9,207,201631
31,red,2016,15,300,201631
31,red,2016,19,417,201631
31,red,2016,25,511,201631
31,red,2016,30,600,201631
31,blue,2016,4,69,201631
31,blue,2016,9,180,201631
31,blue,2016,15,278,201631
31,blue,2016,19,393,201631
31,blue,2016,25,521,201631
31,blue,2016,30,610,201631
31,green,2016,1,37,201631
41,red,2016,5,86,201641
41,red,2016,10,202,201641
41,red,2016,15,409,201641
41,red,2016,20,496,201641
41,red,2016,24,546,201641
41,red,2016,29,621,201641
41,blue,2016,4,62,201641
41,blue,2016,9,158,201641
41,blue,2016,14,417,201641
41,blue,2016,19,518,201641
41,blue,2016,23,656,201641
41,blue,2016,28,743,201641
41,green,2016,3,49,201641
41,green,2016,8,139,201641
41,green,2016,13,335,201641
41,green,2016,18,407,201641
41,green,2016,22,476,201641
41,green,2016,27,557,201641
42,black,2016,5,48,201642
42,blue,2016,3,69,201642
42,blue,2016,8,138,201642
42,blue,2016,13,287,201642
42,green,2016,5,45,201642
42,green,2016,10,111,201642
42,red,2016,2,20,201642
42,red,2016,7,175,201642
42,red,2016,12,295,201642
51,red,2016,3,59,201651
51,red,2016,8,146,201651
51,red,2016,13,311,201651
51,red,2016,19,433,201651
51,red,2016,23,550,201651
51,red,2016,27,569,201651
51,blue,2016,3,59,201651
51,blue,2016,8,154,201651
51,blue,2016,13,304,201651
51,blue,2016,19,444,201651
51,blue,2016,23,543,201651
51,blue,2016,27,548,201651
51,green,2016,3,51,201651
51,green,2016,8,170,201651
51,green,2016,13,370,201651
51,green,2016,19,600,201651
51,green,2016,23,795,201651
51,green,2016,27,788,201651
51,black,2016,2,40,201651
51,black,2016,7,100,201651
51,black,2016,12,211,201651
51,black,2016,18,315,201651
51,black,2016,22,455,201651
51,black,2016,27,493,201651
53,red,2016,6,121,201653
53,red,2016,11,346,201653
53,red,2016,16,580,201653
53,red,2016,21,613,201653
53,red,2016,27,770,201653
53,red,2016,31,825,201653
53,blue,2016,6,109,201653
53,blue,2016,11,327,201653
53,blue,2016,16,585,201653
53,blue,2016,21,608,201653
53,blue,2016,27,799,201653
53,blue,2016,31,858,201653
53,green,2016,5,83,201653
53,green,2016,10,247,201653
53,green,2016,15,421,201653
53,green,2016,20,471,201653
53,green,2016,26,604,201653
53,green,2016,30,665,201653
53,black,2016,3,48,201653
53,black,2016,8,141,201653
53,black,2016,12,304,201653
53,black,2016,17,371,201653
53,black,2016,23,510,201653
53,black,2016,27,576,201653
58,red,2016,1,41,201658
58,red,2016,6,136,201658
58,red,2016,11,346,201658
58,red,2016,17,578,201658
58,red,2016,21,560,201658
58,red,2016,26,766,201658
58,red,2016,31,633,201658
58,green,2016,1,33,201658
58,green,2016,5,99,201658
58,green,2016,10,296,201658
58,green,2016,16,566,201658
58,green,2016,20,600,201658
58,green,2016,25,826,201658
58,green,2016,30,678,201658
58,blue,2016,1,39,201658
58,blue,2016,6,121,201658
58,blue,2016,11,336,201658
58,blue,2016,17,581,201658
58,blue,2016,21,585,201658
59,red,2016,6,184,201659
59,red,2016,9,284,201659
59,red,2016,14,441,201659
59,red,2016,20,525,201659
59,red,2016,24,730,201659
59,red,2016,29,516,201659
59,green,2016,6,108,201659
59,green,2016,9,201,201659
59,green,2016,14,388,201659
59,green,2016,20,503,201659
59,green,2016,24,601,201659
59,green,2016,29,603,201659
59,blue,2016,7,177,201659
59,blue,2016,10,271,201659
59,blue,2016,15,438,201659
59,blue,2016,21,548,201659
59,blue,2016,25,594,201659
59,blue,2016,30,611,201659
63,red,2016,1,33,201663
63,red,2016,5,104,201663
63,red,2016,10,232,201663
63,red,2016,15,405,201663
63,red,2016,20,532,201663
63,red,2016,25,580,201663
63,red,2016,30,614,201663
63,blue,2016,1,38,201663
63,blue,2016,6,113,201663
63,blue,2016,11,250,201663
63,blue,2016,16,420,201663
63,blue,2016,21,526,201663
63,blue,2016,26,607,201663
63,blue,2016,31,616,201663
63,green,2016,1,33,201663
63,green,2016,5,84,201663
63,green,2016,10,203,201663
63,green,2016,15,352,201663
75,red,2016,4,73,201675
75,red,2016,9,214,201675
75,red,2016,14,379,201675
75,red,2016,19,538,201675
75,red,2016,24,584,201675
75,red,2016,29,639,201675
75,green,2016,3,63,201675
75,green,2016,8,174,201675
75,green,2016,13,331,201675
75,green,2016,18,500,201675
75,green,2016,23,508,201675
75,green,2016,28,565,201675
75,black,2016,1,33,201675
75,black,2016,5,106,201675
75,black,2016,10,231,201675
75,black,2016,15,448,201675
75,black,2016,20,470,201675
77,blue,2016,5,110,201677
77,blue,2016,10,273,201677
77,blue,2016,15,500,201677
77,blue,2016,20,558,201677
77,blue,2016,25,682,201677
77,blue,2016,30,808,201677
77,black,2016,3,47,201677
77,black,2016,8,109,201677
77,black,2016,13,61,201677
77,green,2016,5,100,201677
77,green,2016,10,248,201677
77,green,2016,15,444,201677
77,green,2016,20,502,201677
77,red,2016,1,33,201677
77,red,2016,5,109,201677
77,red,2016,10,251,201677
77,red,2016,15,408,201677
77,red,2016,20,474,201677
77,red,2016,25,471,201677
78,red,2016,5,124,201678
78,red,2016,10,327,201678
78,red,2016,15,500,201678
78,red,2016,20,609,201678
78,red,2016,25,641,201678
78,red,2016,30,810,201678
78,black,2016,3,66,201678
78,black,2016,8,208,201678
78,black,2016,12,299,201678
78,black,2016,17,298,201678
78,blue,2016,5,120,201678
78,blue,2016,10,324,201678
78,blue,2016,15,511,201678
78,blue,2016,20,602,201678
78,blue,2016,25,702,201678
78,green,2016,5,117,201678
78,green,2016,10,301,201678
78,green,2016,15,401,201678
78,green,2016,20,453,201678
89,red,2016,5,90,201689
89,red,2016,10,248,201689
89,red,2016,20,683,201689
89,red,2016,25,785,201689
89,red,2016,30,795,201689
89,blue,2016,4,64,201689
89,blue,2016,9,186,201689
89,blue,2016,19,503,201689
89,blue,2016,24,621,201689
89,blue,2016,29,600,201689
97,red,2016,2,68,201697
97,red,2016,7,194,201697
97,red,2016,12,457,201697
97,red,2016,21,790,201697
97,red,2016,26,897,201697
97,red,2016,31,843,201697
97,blue,2016,2,60,201697
97,blue,2016,7,174,201697
97,blue,2016,12,375,201697
97,blue,2016,21,560,201697
97,blue,2016,26,591,201697
97,blue,2016,31,603,201697
97,green,2016,1,40,201697
97,green,2016,6,126,201697
97,green,2016,11,280,201697
97,green,2016,20,553,201697
97,green,2016,25,574,201697
97,green,2016,30,600,201697
97,black,2016,4,58,201697
97,black,2016,9,131,201697
100,red,2016,8,203,2016100
100,red,2016,14,389,2016100
100,red,2016,18,607,2016100
100,red,2016,23,740,2016100
100,red,2016,29,780,2016100
100,red,2016,35,852,2016100
100,blue,2016,8,175,2016100
100,blue,2016,14,365,2016100
100,blue,2016,18,611,2016100
100,blue,2016,23,726,2016100
100,blue,2016,29,755,2016100
100,blue,2016,35,824,2016100
100,black,2016,4,111,2016100
100,black,2016,10,210,2016100
100,black,2016,14,385,2016100
100,black,2016,19,478,2016100
100,green,2016,7,178,2016100
100,green,2016,13,341,2016100
100,green,2016,17,486,2016100
100,green,2016,22,591,2016100
110,red,2016,5,117,2016110
110,red,2016,10,301,2016110
110,red,2016,15,560,2016110
110,red,2016,20,684,2016110
110,red,2016,25,899,2016110
110,red,2016,30,864,2016110
110,blue,2016,5,107,2016110
110,blue,2016,10,280,2016110
110,blue,2016,15,513,2016110
110,blue,2016,20,664,2016110
110,blue,2016,25,836,2016110
110,blue,2016,30,850,2016110
130,black,2016,4,44,2016130
130,blue,2016,5,56,2016130
130,blue,2016,10,171,2016130
130,blue,2016,15,255,2016130
130,green,2016,4,50,2016130
130,red,2016,5,60,2016130
130,red,2016,10,187,2016130
130,red,2016,15,257,2016130
1,green,2017,2,50,20171
1,green,2017,6,127,20171
1,green,2017,10,254,20171
1,green,2017,16,454,20171
1,green,2017,21,544,20171
1,green,2017,26,606,20171
1,red,2017,3,63,20171
1,red,2017,7,165,20171
1,red,2017,11,333,20171
1,red,2017,17,654,20171
1,red,2017,22,796,20171
1,red,2017,27,890,20171
1,black,2017,1,34,20171
1,black,2017,5,77,20171
1,black,2017,9,174,20171
1,black,2017,15,464,20171
1,blue,2017,3,58,20171
1,blue,2017,7,150,20171
1,blue,2017,11,280,20171
1,blue,2017,17,499,20171
5,blue,2017,4,80,20175
5,blue,2017,10,249,20175
5,blue,2017,15,414,20175
5,blue,2017,20,526,20175
5,blue,2017,27,642,20175
5,blue,2017,30,622,20175
5,black,2017,1,27,20175
5,black,2017,7,74,20175
5,black,2017,12,242,20175
5,black,2017,17,363,20175
5,black,2017,24,515,20175
5,black,2017,27,518,20175
5,green,2017,3,60,20175
5,green,2017,9,234,20175
5,green,2017,14,483,20175
5,green,2017,19,643,20175
5,green,2017,26,798,20175
5,green,2017,29,781,20175
5,red,2017,5,92,20175
5,red,2017,11,274,20175
5,red,2017,16,457,20175
5,red,2017,21,566,20175
5,red,2017,28,649,20175
5,red,2017,31,643,20175
8,blue,2017,3,63,20178
8,blue,2017,15,568,20178
8,blue,2017,20,774,20178
8,blue,2017,25,908,20178
8,red,2017,5,101,20178
8,red,2017,17,668,20178
8,red,2017,22,823,20178
8,red,2017,27,898,20178
12,blue,2017,2,51.2,201712
12,blue,2017,7,178,201712
12,blue,2017,13,478,201712
12,blue,2017,17,650,201712
12,blue,2017,23,842,201712
12,blue,2017,29,911,201712
12,green,2017,1,37.8,201712
12,green,2017,6,126,201712
12,green,2017,12,382,201712
12,green,2017,16,564,201712
12,green,2017,22,832,201712
12,green,2017,27,935,201712
12,red,2017,4,69,201712
12,red,2017,9,229,201712
12,red,2017,14,448,201712
12,red,2017,19,564,201712
18,blue,2017,3,55,201718
18,blue,2017,8,195,201718
18,blue,2017,13,391,201718
18,blue,2017,17,579,201718
18,blue,2017,23,764,201718
18,blue,2017,29,809,201718
18,green,2017,1,31,201718
18,green,2017,6,74,201718
18,green,2017,11,193,201718
18,green,2017,15,349,201718
18,green,2017,21,568,201718
18,green,2017,27,545,201718
18,red,2017,3,66,201718
18,red,2017,8,213,201718
18,red,2017,13,451,201718
18,red,2017,17,659,201718
18,red,2017,23,878,201718
18,red,2017,29,879,201718
19,red,2017,9,234,201719
19,red,2017,15,499,201719
19,red,2017,19,728,201719
19,red,2017,24,872,201719
19,red,2017,29,953,201719
19,black,2017,9,178,201719
19,black,2017,14,413,201719
19,blue,2017,10,221,201719
19,blue,2017,15,479,201719
19,green,2017,9,191,201719
19,green,2017,14,374,201719
22,blue,2017,2,50,201722
22,blue,2017,12,393,201722
22,blue,2017,18,685,201722
22,blue,2017,22,752,201722
22,blue,2017,27,862,201722
22,green,2017,1,37,201722
22,green,2017,11,256,201722
22,green,2017,17,464,201722
22,green,2017,21,505,201722
22,green,2017,26,565,201722
22,red,2017,4,60,201722
22,red,2017,14,350,201722
22,red,2017,20,560,201722
22,red,2017,24,579,201722
22,red,2017,29,652,201722
23,red,2017,9,158,201723
23,red,2017,15,430,201723
23,red,2017,19,608,201723
23,red,2017,24,825,201723
23,red,2017,29,861,201723
28,black,2017,1,34,201728
28,black,2017,6,127,201728
28,blue,2017,3,62,201728
28,blue,2017,8,184,201728
28,green,2017,2,56,201728
28,green,2017,7,160,201728
28,red,2017,3,75,201728
28,red,2017,8,233,201728
28,red,2017,14,495,201728
30,blue,2017,5,78,201730
30,blue,2017,10,219,201730
30,blue,2017,15,488,201730
30,blue,2017,20,599,201730
30,blue,2017,25,728,201730
30,blue,2017,31,899,201730
30,green,2017,4,54,201730
30,green,2017,9,138,201730
30,green,2017,14,328,201730
30,green,2017,19,386,201730
30,green,2017,24,480,201730
30,green,2017,30,546,201730
30,red,2017,5,79,201730
30,red,2017,10,209,201730
30,red,2017,15,468,201730
30,red,2017,20,586,201730
30,red,2017,25,735,201730
30,red,2017,31,878,201730
31,blue,2017,3,51,201731
31,blue,2017,8,173,201731
31,blue,2017,12,298,201731
31,green,2017,1,26,201731
31,green,2017,6,46,201731
31,green,2017,10,84,201731
31,red,2017,4,59,201731
31,red,2017,9,194,201731
31,red,2017,13,367,201731
33,blue,2017,4,65,201733
33,blue,2017,9,166,201733
33,blue,2017,14,340,201733
33,blue,2017,18,490,201733
33,blue,2017,24,602,201733
33,blue,2017,29,572,201733
33,black,2017,2,40.6,201733
33,black,2017,7,118,201733
33,black,2017,12,272,201733
33,black,2017,16,418,201733
33,black,2017,22,567,201733
33,black,2017,27,568,201733
33,green,2017,4,61.6,201733
33,green,2017,9,162,201733
33,green,2017,14,320,201733
33,green,2017,18,472,201733
33,green,2017,24,616,201733
33,green,2017,29,570,201733
33,red,2017,4,66,201733
33,red,2017,9,184,201733
33,red,2017,14,362,201733
33,red,2017,18,526,201733
33,red,2017,24,626,201733
33,red,2017,29,625,201733
51,blue,2017,3,50,201751
51,blue,2017,8,126,201751
51,blue,2017,13,256,201751
51,blue,2017,18,313,201751
51,green,2017,3,35,201751
51,green,2017,8,81,201751
51,green,2017,13,146,201751
51,red,2017,3,60,201751
51,red,2017,8,165,201751
51,red,2017,13,321,201751
51,red,2017,18,487,201751
51,red,2017,23,619,201751
51,red,2017,27,660,201751
51,red,2017,33,801,201751
58,blue,2017,2,54,201758
58,blue,2017,9,270,201758
58,blue,2017,14,539,201758
58,blue,2017,18,674,201758
58,blue,2017,23,814,201758
58,blue,2017,30,895,201758
58,black,2017,1,39,201758
58,black,2017,8,222,201758
58,black,2017,13,447,201758
58,black,2017,17,624,201758
58,black,2017,22,745,201758
58,black,2017,29,795,201758
58,green,2017,2,42,201758
58,green,2017,9,214,201758
58,green,2017,14,395,201758
58,green,2017,18,505,201758
58,green,2017,23,555,201758
58,green,2017,30,534,201758
58,red,2017,2,55,201758
58,red,2017,9,239,201758
58,red,2017,14,426,201758
58,red,2017,18,531,201758
58,red,2017,23,570,201758
58,red,2017,30,583,201758
59,blue,2017,3,62,201759
59,blue,2017,7,154,201759
59,blue,2017,13,344,201759
59,blue,2017,18,490,201759
59,blue,2017,23,573,201759
59,blue,2017,30,772,201759
59,black,2017,3,60,201759
59,black,2017,7,162,201759
59,black,2017,13,419,201759
59,black,2017,18,616,201759
59,black,2017,23,749,201759
59,black,2017,30,778,201759
59,green,2017,3,62,201759
59,green,2017,7,152,201759
59,green,2017,13,404,201759
59,green,2017,18,615,201759
59,green,2017,23,781,201759
59,green,2017,30,830,201759
59,red,2017,4,67,201759
59,red,2017,8,178,201759
59,red,2017,14,444,201759
59,red,2017,19,660,201759
59,red,2017,24,803,201759
59,red,2017,31,931,201759
63,blue,2017,32,901,201763
63,blue,2017,5,35,201763
63,blue,2017,10,142,201763
63,blue,2017,15,324,201763
63,blue,2017,20,582,201763
63,blue,2017,26,845,201763
63,green,2017,32,753,201763
63,green,2017,5,27,201763
63,green,2017,10,78,201763
63,green,2017,15,155,201763
63,green,2017,20,360,201763
63,green,2017,26,636,201763
63,red,2017,32,573,201763
63,red,2017,5,49,201763
63,red,2017,10,157,201763
63,red,2017,15,313,201763
63,red,2017,20,472,201763
63,red,2017,26,609,201763
75,blue,2017,7,175,201775
75,blue,2017,12,434,201775
75,blue,2017,18,707,201775
75,blue,2017,24,865,201775
75,green,2017,5,107,201775
75,green,2017,10,329,201775
75,green,2017,16,466,201775
75,green,2017,22,578,201775
75,red,2017,4,84,201775
75,red,2017,9,266,201775
75,red,2017,15,540,201775
75,red,2017,21,736,201775
78,blue,2017,4,79,201778
78,blue,2017,7,154,201778
78,blue,2017,13,377,201778
78,blue,2017,17,506,201778
78,blue,2017,23,565,201778
78,blue,2017,28,620,201778
78,black,2017,3,55,201778
78,black,2017,6,112,201778
78,black,2017,12,319,201778
78,black,2017,16,451,201778
78,black,2017,22,571,201778
78,black,2017,27,644,201778
78,green,2017,3,57,201778
78,green,2017,6,120,201778
78,green,2017,12,326,201778
78,green,2017,16,451,201778
78,green,2017,22,588,201778
78,green,2017,27,642,201778
78,red,2017,4,80,201778
78,red,2017,7,161,201778
78,red,2017,13,377,201778
78,red,2017,17,517,201778
78,red,2017,23,576,201778
78,red,2017,28,625,201778
85,red,2017,20,583,201785
85,red,2017,4,66,201785
85,red,2017,9,193,201785
85,red,2017,14,375,201785
85,red,2017,19,515,201785
85,red,2017,25,620,201785
89,blue,2017,3,46,201789
89,blue,2017,8,160,201789
89,blue,2017,13,277,201789
89,blue,2017,19,487,201789
89,blue,2017,23,609,201789
89,blue,2017,29,595,201789
89,green,2017,1,41,201789
89,green,2017,6,162,201789
89,green,2017,11,388,201789
89,red,2017,3,52,201789
89,red,2017,8,184,201789
89,red,2017,13,352,201789
95,red,2017,1,36,201795
97,blue,2017,3,53.8,201797
97,blue,2017,8,202,201797
97,blue,2017,13,336,201797
97,blue,2017,18,568,201797
97,black,2017,1,36,201797
97,black,2017,6,114,201797
97,black,2017,11,178,201797
97,black,2017,16,338,201797
97,green,2017,2,57.8,201797
97,green,2017,7,196,201797
97,green,2017,12,351,201797
97,green,2017,17,544,201797
97,red,2017,3,62.8,201797
97,red,2017,8,222,201797
97,red,2017,13,420,201797
97,red,2017,18,598,201797
97,red,2017,23,818,201797
97,red,2017,28,866,201797
98,black,2017,4,43,201798
98,blue,2017,6,137,201798
98,blue,2017,23,618,201798
98,green,2017,6,131,201798
98,green,2017,23,902,201798
98,red,2017,7,168,201798
98,red,2017,24,636,201798
100,black,2017,6,145,2017100
100,blue,2017,2,45,2017100
100,blue,2017,8,181,2017100
100,green,2017,1,36,2017100
100,green,2017,7,167,2017100
100,red,2017,2,51,2017100
100,red,2017,8,216,2017100
147,blue,2017,2,30,2017147
147,blue,2017,4,37,2017147
147,red,2017,2,31,2017147
88,red,2013,3,49,201388
88,red,2013,12,266,201388
88,red,2013,19,463,201388
88,red,2013,22,487,201388
88,red,2013,29,555,201388
88,green,2013,3,39,201388
88,green,2013,12,245,201388
88,green,2013,19,517,201388
88,green,2013,22,599,201388
88,green,2013,29,780,201388
88,blue,2013,2,51,201388
88,blue,2013,11,325,201388
88,blue,2013,18,627,201388
88,blue,2013,21,702,201388
88,blue,2013,28,855,201388
16,red,2013,9,227,201316
16,green,2013,8,217,201316
16,green,2013,15,610,201316
16,green,2013,26,889,201316
16,blue,2013,7,142,201316
78,red,2013,2,46,201378
78,red,2013,9,227,201378
78,red,2013,16,495,201378
78,red,2013,23,805,201378
78,red,2013,30,828,201378
78,green,2013,1,40,201378
78,green,2013,8,186,201378
78,green,2013,15,390,201378
78,green,2013,22,539,201378
78,green,2013,29,560,201378
78,blue,2013,1,37,201378
78,blue,2013,8,178,201378
78,blue,2013,15,426,201378
78,blue,2013,22,704,201378
78,blue,2013,29,692,201378
78,black,2013,6,96,201378
78,black,2013,13,276,201378
78,black,2013,20,511,201378
78,black,2013,27,454,201378
50,red,2013,5,117,201350
50,red,2013,11,282,201350
50,red,2013,18,484,201350
50,red,2013,25,589,201350
50,green,2013,5,113,201350
50,blue,2013,4,75,201350
50,blue,2013,10,211,201350
50,blue,2013,17,517,201350
50,blue,2013,24,731,201350
50,black,2013,1,34,201350
30,red,2013,4,75,201330
30,green,2013,4,64,201330
30,blue,2013,3,57,201330
100,red,2013,7,173,2013100
100,green,2013,7,146,2013100
100,blue,2013,6,149,2013100
100,black,2013,6,125,2013100
12,red,2013,2,36,201312
19,blue,2014,12,268,201419
19,blue,2014,22,601,201419
19,green,2014,12,234,201419
19,green,2014,22,648,201419
78,red,2015,2,33,201578
78,red,2015,15,323,201578
78,green,2015,2,31,201578
78,green,2015,15,274,201578
78,green,2015,32,588,201578
78,blue,2015,1,29,201578
78,blue,2015,14,284,201578
78,blue,2015,31,592,201578
12,red,2016,3,39,201612
12,green,2016,2,25,201612
12,blue,2016,1,19,201612
95,red,2016,2,42,201695
95,red,2016,11,264,201695
95,red,2016,32,612,201695
95,green,2016,2,45,201695
95,green,2016,11,298,201695
95,green,2016,32,712,201695
95,blue,2016,3,51,201695
95,blue,2016,12,305,201695
85,red,2016,2,47,201685
85,red,2016,7,160,201685
85,red,2016,12,323,201685
85,red,2016,17,513,201685
85,blue,2016,2,42,201685
85,blue,2016,7,130,201685
85,blue,2016,12,256,201685
85,blue,2016,17,442,201685
147,red,2016,6,435,2016147
147,red,2016,21,622,2016147
147,blue,2016,5,414,2016147
147,green,2016,4,371,2016147
147,black,2016,2,220,2016147
77,red,2017,2,44,201777
77,red,2017,7,146,201777
77,blue,2017,2,35,201777
77,blue,2017,7,96,201777
77,green,2017,1,32,201777
77,green,2017,6,114,201777
77,black,2017,1,29,201777
77,black,2017,6,98,201777
143,red,2017,3,62,2017143
143,red,2017,7,164,2017143
143,red,2017,12,367,2017143
143,red,2017,16,573,2017143
143,blue,2017,1,42,2017143
143,blue,2017,5,91,2017143
143,blue,2017,10,217,2017143
143,blue,2017,14,379,2017143
143,green,2017,3,62,2017143
143,green,2017,8,108,2017143
143,green,2017,12,138,2017143
53,red,2017,1,33,201753
53,blue,2017,1,31,201753
42,red,2017,2,36,201742
42,blue,2017,1,30,201742
